component_id,driver_count,customer_count,pair_count,high_risk_pair_count,average_pair_score,maximum_pair_score,rare_shared_entity_count,weighted_internal_edge_sum,component_density,network_risk_score,high_risk_pair_ratio,component_risk_tier
ride_component_459,1,1,1,0,25.4,25.4,0,0,0.0,7.64,0.0,LOW_PRIORITY
ride_component_608,1,1,1,0,20.14,20.14,0,0,0.0,7.64,0.0,LOW_PRIORITY
ride_component_618,1,1,1,0,20.29,20.29,0,0,0.0,7.64,0.0,LOW_PRIORITY
ride_component_758,1,1,1,0,20.78,20.78,0,0,0.0,7.63,0.0,LOW_PRIORITY
ride_component_167,1,1,1,0,46.17,46.17,0,0,0.0,7.59,0.0,LOW_PRIORITY
ride_component_799,1,1,1,0,20.64,20.64,0,0,0.0,7.59,0.0,LOW_PRIORITY
ride_component_133,1,1,1,0,31.05,31.05,0,0,0.0,7.58,0.0,LOW_PRIORITY
ride_component_438,1,1,1,0,24.52,24.52,0,0,0.0,7.58,0.0,LOW_PRIORITY
ride_component_580,1,1,1,0,49.26,49.26,0,0,0.0,7.56,0.0,LOW_PRIORITY
ride_component_408,1,1,1,0,23.94,23.94,0,0,0.0,7.55,0.0,LOW_PRIORITY
ride_component_418,1,1,1,0,24.11,24.11,0,0,0.0,7.55,0.0,LOW_PRIORITY
ride_component_918,1,1,1,0,26.97,26.97,0,0,0.0,7.54,0.0,LOW_PRIORITY
ride_component_178,1,1,1,0,45.37,45.37,0,0,0.0,7.53,0.0,LOW_PRIORITY
ride_component_560,1,1,1,0,25.11,25.11,0,0,0.0,7.53,0.0,LOW_PRIORITY
ride_component_412,1,1,1,0,32.42,32.42,0,0,0.0,7.49,0.0,LOW_PRIORITY
ride_component_157,1,1,1,0,29.92,29.92,0,0,0.0,7.47,0.0,LOW_PRIORITY
ride_component_544,1,1,1,0,13.12,13.12,0,0,0.0,7.46,0.0,LOW_PRIORITY
ride_component_1028,1,1,1,0,19.79,19.79,0,0,0.0,7.45,0.0,LOW_PRIORITY
ride_component_478,1,1,1,0,23.37,23.37,0,0,0.0,7.44,0.0,LOW_PRIORITY
ride_component_938,1,1,1,0,14.83,14.83,0,0,0.0,7.44,0.0,LOW_PRIORITY
ride_component_1047,1,1,1,0,8.17,8.17,0,0,0.0,7.43,0.0,LOW_PRIORITY
ride_component_746,1,1,1,0,24.99,24.99,0,0,0.0,7.43,0.0,LOW_PRIORITY
ride_component_784,1,1,1,0,18.76,18.76,0,0,0.0,7.41,0.0,LOW_PRIORITY
ride_component_188,1,1,1,0,29.37,29.37,0,0,0.0,7.4,0.0,LOW_PRIORITY
ride_component_1085,1,1,1,0,34.44,34.44,0,0,0.0,7.39,0.0,LOW_PRIORITY
ride_component_490,1,1,1,0,22.8,22.8,0,0,0.0,7.38,0.0,LOW_PRIORITY
ride_component_1131,1,1,1,0,25.34,25.34,0,0,0.0,7.37,0.0,LOW_PRIORITY
ride_component_989,1,1,1,0,18.94,18.94,0,0,0.0,7.37,0.0,LOW_PRIORITY
ride_component_534,1,1,1,0,46.12,46.12,0,0,0.0,7.36,0.0,LOW_PRIORITY
ride_component_931,1,1,1,0,18.77,18.77,0,0,0.0,7.36,0.0,LOW_PRIORITY
ride_component_981,1,1,1,0,24.92,24.92,0,0,0.0,7.35,0.0,LOW_PRIORITY
ride_component_869,1,1,1,0,18.27,18.27,0,0,0.0,7.33,0.0,LOW_PRIORITY
ride_component_880,1,1,1,0,18.15,18.15,0,0,0.0,7.32,0.0,LOW_PRIORITY
ride_component_1068,1,1,1,0,33.54,33.54,0,0,0.0,7.31,0.0,LOW_PRIORITY
ride_component_354,1,1,1,0,43.71,43.71,0,0,0.0,7.31,0.0,LOW_PRIORITY
ride_component_528,1,1,1,0,22.4,22.4,0,0,0.0,7.31,0.0,LOW_PRIORITY
ride_component_751,1,1,1,0,17.51,17.51,0,0,0.0,7.31,0.0,LOW_PRIORITY
ride_component_260,1,1,1,0,28.48,28.48,0,0,0.0,7.28,0.0,LOW_PRIORITY
ride_component_53,1,1,1,0,39.51,39.51,0,0,0.0,7.28,0.0,LOW_PRIORITY
ride_component_300,1,1,1,0,28.56,28.56,0,0,0.0,7.27,0.0,LOW_PRIORITY
ride_component_527,1,1,1,0,22.0,22.0,0,0,0.0,7.27,0.0,LOW_PRIORITY
ride_component_847,1,1,1,0,46.59,46.59,0,0,0.0,7.27,0.0,LOW_PRIORITY
ride_component_1072,1,1,1,0,17.94,17.94,0,0,0.0,7.26,0.0,LOW_PRIORITY
ride_component_181,1,1,1,0,27.62,27.62,0,0,0.0,7.26,0.0,LOW_PRIORITY
ride_component_200,1,1,1,0,27.78,27.78,0,0,0.0,7.26,0.0,LOW_PRIORITY
ride_component_967,1,1,1,0,23.85,23.85,0,0,0.0,7.25,0.0,LOW_PRIORITY
ride_component_1097,1,1,1,0,17.61,17.61,0,0,0.0,7.23,0.0,LOW_PRIORITY
ride_component_775,1,1,1,0,22.95,22.95,0,0,0.0,7.22,0.0,LOW_PRIORITY
ride_component_360,1,1,1,0,28.49,28.49,0,0,0.0,7.21,0.0,LOW_PRIORITY
ride_component_958,1,1,1,0,45.95,45.95,0,0,0.0,7.2,0.0,LOW_PRIORITY
ride_component_683,1,1,1,0,30.85,30.85,0,0,0.0,7.19,0.0,LOW_PRIORITY
ride_component_303,1,1,1,0,27.56,27.56,0,0,0.0,7.18,0.0,LOW_PRIORITY
ride_component_1098,1,1,1,0,23.09,23.09,0,0,0.0,7.17,0.0,LOW_PRIORITY
ride_component_241,1,1,1,0,27.0,27.0,0,0,0.0,7.17,0.0,LOW_PRIORITY
ride_component_272,1,1,1,0,27.21,27.21,0,0,0.0,7.17,0.0,LOW_PRIORITY
ride_component_596,1,1,1,0,21.4,21.4,0,0,0.0,7.17,0.0,LOW_PRIORITY
ride_component_736,1,1,1,0,30.89,30.89,0,0,0.0,7.17,0.0,LOW_PRIORITY
ride_component_551,1,1,1,0,21.01,21.01,0,0,0.0,7.16,0.0,LOW_PRIORITY
ride_component_602,1,1,1,0,15.27,15.27,0,0,0.0,7.16,0.0,LOW_PRIORITY
ride_component_613,1,1,1,0,21.46,21.46,0,0,0.0,7.16,0.0,LOW_PRIORITY
ride_component_755,1,1,1,0,44.46,44.46,0,0,0.0,7.15,0.0,LOW_PRIORITY
ride_component_267,1,1,1,0,26.76,26.76,0,0,0.0,7.14,0.0,LOW_PRIORITY
ride_component_703,1,1,1,0,21.56,21.56,0,0,0.0,7.13,0.0,LOW_PRIORITY
ride_component_816,1,1,1,0,30.66,30.66,0,0,0.0,7.12,0.0,LOW_PRIORITY
ride_component_754,1,1,1,0,21.54,21.54,0,0,0.0,7.11,0.0,LOW_PRIORITY
ride_component_637,1,1,1,0,29.42,29.42,0,0,0.0,7.09,0.0,LOW_PRIORITY
ride_component_874,1,1,1,0,30.45,30.45,0,0,0.0,7.09,0.0,LOW_PRIORITY
ride_component_487,1,1,1,0,28.12,28.12,0,0,0.0,7.08,0.0,LOW_PRIORITY
ride_component_651,1,1,1,0,29.32,29.32,0,0,0.0,7.08,0.0,LOW_PRIORITY
ride_component_652,1,1,1,0,14.67,14.67,0,0,0.0,7.07,0.0,LOW_PRIORITY
ride_component_796,1,1,1,0,29.99,29.99,0,0,0.0,7.07,0.0,LOW_PRIORITY
ride_component_857,1,1,1,0,15.63,15.63,0,0,0.0,7.07,0.0,LOW_PRIORITY
ride_component_410,1,1,1,0,27.19,27.19,0,0,0.0,7.06,0.0,LOW_PRIORITY
ride_component_819,1,1,1,0,10.83,10.83,0,0,0.0,7.06,0.0,LOW_PRIORITY
ride_component_474,1,1,1,0,19.09,19.09,0,0,0.0,7.05,0.0,LOW_PRIORITY
ride_component_101,1,1,1,0,23.93,23.93,0,0,0.0,7.04,0.0,LOW_PRIORITY
ride_component_622,1,1,1,0,20.18,20.18,0,0,0.0,7.04,0.0,LOW_PRIORITY
ride_component_615,1,1,1,0,42.1,42.1,0,0,0.0,7.03,0.0,LOW_PRIORITY
ride_component_661,1,1,1,0,19.88,19.88,0,0,0.0,7.0,0.0,LOW_PRIORITY
ride_component_732,1,1,1,0,20.27,20.27,0,0,0.0,7.0,0.0,LOW_PRIORITY
ride_component_868,1,1,1,0,10.53,10.53,0,0,0.0,7.0,0.0,LOW_PRIORITY
ride_component_710,1,1,1,0,19.99,19.99,0,0,0.0,6.98,0.0,LOW_PRIORITY
ride_component_416,1,1,1,0,26.19,26.19,0,0,0.0,6.97,0.0,LOW_PRIORITY
ride_component_97,1,1,1,0,23.06,23.06,0,0,0.0,6.97,0.0,LOW_PRIORITY
ride_component_827,1,1,1,0,20.2,20.2,0,0,0.0,6.95,0.0,LOW_PRIORITY
ride_component_972,1,1,1,0,42.4,42.4,0,0,0.0,6.95,0.0,LOW_PRIORITY
ride_component_802,1,1,1,0,19.92,19.92,0,0,0.0,6.94,0.0,LOW_PRIORITY
ride_component_705,1,1,1,0,13.39,13.39,0,0,0.0,6.92,0.0,LOW_PRIORITY
ride_component_595,1,1,1,0,27.01,27.01,0,0,0.0,6.91,0.0,LOW_PRIORITY
ride_component_649,1,1,1,0,27.2,27.2,0,0,0.0,6.9,0.0,LOW_PRIORITY
ride_component_977,1,1,1,0,41.64,41.64,0,0,0.0,6.9,0.0,LOW_PRIORITY
ride_component_302,1,1,1,0,24.04,24.04,0,0,0.0,6.89,0.0,LOW_PRIORITY
ride_component_348,1,1,1,0,16.1,16.1,0,0,0.0,6.89,0.0,LOW_PRIORITY
ride_component_621,1,1,1,0,40.24,40.24,0,0,0.0,6.89,0.0,LOW_PRIORITY
ride_component_814,1,1,1,0,19.43,19.43,0,0,0.0,6.89,0.0,LOW_PRIORITY
ride_component_1007,1,1,1,0,19.8,19.8,0,0,0.0,6.88,0.0,LOW_PRIORITY
ride_component_589,1,1,1,0,26.59,26.59,0,0,0.0,6.88,0.0,LOW_PRIORITY
ride_component_743,1,1,1,0,40.57,40.57,0,0,0.0,6.88,0.0,LOW_PRIORITY
ride_component_840,1,1,1,0,19.4,19.4,0,0,0.0,6.88,0.0,LOW_PRIORITY
ride_component_852,1,1,1,0,41.13,41.13,0,0,0.0,6.88,0.0,LOW_PRIORITY
ride_component_539,1,1,1,0,25.77,25.77,0,0,0.0,6.85,0.0,LOW_PRIORITY
ride_component_863,1,1,1,0,19.27,19.27,0,0,0.0,6.85,0.0,LOW_PRIORITY
ride_component_971,1,1,1,0,40.95,40.95,0,0,0.0,6.85,0.0,LOW_PRIORITY
ride_component_858,1,1,1,0,19.07,19.07,0,0,0.0,6.84,0.0,LOW_PRIORITY
ride_component_970,1,1,1,0,40.87,40.87,0,0,0.0,6.84,0.0,LOW_PRIORITY
ride_component_83,1,1,1,0,34.34,34.34,0,0,0.0,6.83,0.0,LOW_PRIORITY
ride_component_941,1,1,1,0,18.83,18.83,0,0,0.0,6.8,0.0,LOW_PRIORITY
ride_component_176,1,1,1,0,21.97,21.97,0,0,0.0,6.79,0.0,LOW_PRIORITY
ride_component_1069,1,1,1,0,12.97,12.97,0,0,0.0,6.77,0.0,LOW_PRIORITY
ride_component_997,1,1,1,0,18.52,18.52,0,0,0.0,6.76,0.0,LOW_PRIORITY
ride_component_541,1,1,1,0,24.39,24.39,0,0,0.0,6.73,0.0,LOW_PRIORITY
ride_component_811,1,1,1,0,11.72,11.72,0,0,0.0,6.7,0.0,LOW_PRIORITY
ride_component_1265,1,1,1,0,18.0,18.0,0,0,0.0,6.69,0.0,LOW_PRIORITY
ride_component_67,1,1,1,0,56.17,56.17,0,0,0.0,6.69,0.0,LOW_PRIORITY
ride_component_770,1,1,1,0,25.26,25.26,0,0,0.0,6.69,0.0,LOW_PRIORITY
ride_component_351,1,1,1,0,21.9,21.9,0,0,0.0,6.68,0.0,LOW_PRIORITY
ride_component_99,1,1,1,0,31.93,31.93,0,0,0.0,6.64,0.0,LOW_PRIORITY
ride_component_1226,1,1,1,0,17.25,17.25,0,0,0.0,6.63,0.0,LOW_PRIORITY
ride_component_496,1,1,1,0,22.52,22.52,0,0,0.0,6.62,0.0,LOW_PRIORITY
ride_component_925,1,1,1,0,11.29,11.29,0,0,0.0,6.62,0.0,LOW_PRIORITY
ride_component_495,1,1,1,0,21.95,21.95,0,0,0.0,6.57,0.0,LOW_PRIORITY
ride_component_674,1,1,1,0,23.17,23.17,0,0,0.0,6.56,0.0,LOW_PRIORITY
ride_component_599,1,1,1,0,22.6,22.6,0,0,0.0,6.55,0.0,LOW_PRIORITY
ride_component_177,1,1,1,0,18.94,18.94,0,0,0.0,6.54,0.0,LOW_PRIORITY
ride_component_647,1,1,1,0,14.24,14.24,0,0,0.0,6.49,0.0,LOW_PRIORITY
ride_component_644,1,1,1,0,21.95,21.95,0,0,0.0,6.47,0.0,LOW_PRIORITY
ride_component_352,1,1,1,0,19.16,19.16,0,0,0.0,6.45,0.0,LOW_PRIORITY
ride_component_942,1,1,1,0,14.96,14.96,0,0,0.0,6.44,0.0,LOW_PRIORITY
ride_component_1113,1,1,1,0,22.78,22.78,0,0,0.0,6.43,0.0,LOW_PRIORITY
ride_component_136,1,1,1,0,29.12,29.12,0,0,0.0,6.41,0.0,LOW_PRIORITY
ride_component_576,1,1,1,0,20.71,20.71,0,0,0.0,6.41,0.0,LOW_PRIORITY
ride_component_1147,1,1,1,0,34.84,34.84,0,0,0.0,6.4,0.0,LOW_PRIORITY
ride_component_1148,1,1,1,0,34.84,34.84,0,0,0.0,6.4,0.0,LOW_PRIORITY
ride_component_707,1,1,1,0,13.64,13.64,0,0,0.0,6.4,0.0,LOW_PRIORITY
ride_component_170,1,1,1,0,52.36,52.36,0,0,0.0,6.39,0.0,LOW_PRIORITY
ride_component_673,1,1,1,0,21.04,21.04,0,0,0.0,6.39,0.0,LOW_PRIORITY
ride_component_1139,1,1,1,0,22.29,22.29,0,0,0.0,6.38,0.0,LOW_PRIORITY
ride_component_917,1,1,1,0,21.7,21.7,0,0,0.0,6.36,0.0,LOW_PRIORITY
ride_component_433,1,1,1,0,30.99,30.99,0,0,0.0,6.35,0.0,LOW_PRIORITY
ride_component_1372,1,1,1,0,34.12,34.12,0,0,0.0,6.34,0.0,LOW_PRIORITY
ride_component_309,1,1,1,0,29.63,29.63,0,0,0.0,6.34,0.0,LOW_PRIORITY
ride_component_604,1,1,1,0,20.01,20.01,0,0,0.0,6.33,0.0,LOW_PRIORITY
ride_component_288,1,1,1,0,29.1,29.1,0,0,0.0,6.32,0.0,LOW_PRIORITY
ride_component_1134,1,1,1,0,33.55,33.55,0,0,0.0,6.31,0.0,LOW_PRIORITY
ride_component_759,1,1,1,0,20.37,20.37,0,0,0.0,6.3,0.0,LOW_PRIORITY
ride_component_803,1,1,1,0,20.66,20.66,0,0,0.0,6.3,0.0,LOW_PRIORITY
ride_component_817,1,1,1,0,20.69,20.69,0,0,0.0,6.3,0.0,LOW_PRIORITY
ride_component_922,1,1,1,0,20.72,20.72,0,0,0.0,6.28,0.0,LOW_PRIORITY
ride_component_292,1,1,1,0,16.44,16.44,0,0,0.0,6.27,0.0,LOW_PRIORITY
ride_component_665,1,1,1,0,19.54,19.54,0,0,0.0,6.27,0.0,LOW_PRIORITY
ride_component_1251,1,1,1,0,7.94,7.94,0,0,0.0,6.26,0.0,LOW_PRIORITY
ride_component_632,1,1,1,0,31.36,31.36,0,0,0.0,6.26,0.0,LOW_PRIORITY
ride_component_804,1,1,1,0,19.96,19.96,0,0,0.0,6.25,0.0,LOW_PRIORITY
ride_component_808,1,1,1,0,20.05,20.05,0,0,0.0,6.25,0.0,LOW_PRIORITY
ride_component_1426,1,1,1,0,20.68,20.68,0,0,0.0,6.24,0.0,LOW_PRIORITY
ride_component_912,1,1,1,0,20.25,20.25,0,0,0.0,6.24,0.0,LOW_PRIORITY
ride_component_1001,1,1,1,0,20.3,20.3,0,0,0.0,6.23,0.0,LOW_PRIORITY
ride_component_704,1,1,1,0,19.2,19.2,0,0,0.0,6.22,0.0,LOW_PRIORITY
ride_component_383,1,1,1,0,28.54,28.54,0,0,0.0,6.21,0.0,LOW_PRIORITY
ride_component_696,1,1,1,0,11.51,11.51,0,0,0.0,6.21,0.0,LOW_PRIORITY
ride_component_1263,1,1,1,0,12.6,12.6,0,0,0.0,6.2,0.0,LOW_PRIORITY
ride_component_321,1,1,1,0,27.77,27.77,0,0,0.0,6.2,0.0,LOW_PRIORITY
ride_component_712,1,1,1,0,18.92,18.92,0,0,0.0,6.2,0.0,LOW_PRIORITY
ride_component_715,1,1,1,0,18.95,18.95,0,0,0.0,6.2,0.0,LOW_PRIORITY
ride_component_246,1,1,1,0,26.98,26.98,0,0,0.0,6.19,0.0,LOW_PRIORITY
ride_component_910,1,1,1,0,19.63,19.63,0,0,0.0,6.19,0.0,LOW_PRIORITY
ride_component_1022,1,1,1,0,19.43,19.43,0,0,0.0,6.16,0.0,LOW_PRIORITY
ride_component_1325,1,1,1,0,19.68,19.68,0,0,0.0,6.16,0.0,LOW_PRIORITY
ride_component_307,1,1,1,0,26.96,26.96,0,0,0.0,6.16,0.0,LOW_PRIORITY
ride_component_678,1,1,1,0,29.94,29.94,0,0,0.0,6.15,0.0,LOW_PRIORITY
ride_component_878,1,1,1,0,19.09,19.09,0,0,0.0,6.15,0.0,LOW_PRIORITY
ride_component_1046,1,1,1,0,19.28,19.28,0,0,0.0,6.14,0.0,LOW_PRIORITY
ride_component_440,1,1,1,0,28.04,28.04,0,0,0.0,6.14,0.0,LOW_PRIORITY
ride_component_762,1,1,1,0,18.49,18.49,0,0,0.0,6.14,0.0,LOW_PRIORITY
ride_component_850,1,1,1,0,18.82,18.82,0,0,0.0,6.14,0.0,LOW_PRIORITY
ride_component_933,1,1,1,0,19.06,19.06,0,0,0.0,6.14,0.0,LOW_PRIORITY
ride_component_954,1,1,1,0,19.12,19.12,0,0,0.0,6.14,0.0,LOW_PRIORITY
ride_component_1331,1,1,1,0,31.14,31.14,0,0,0.0,6.13,0.0,LOW_PRIORITY
ride_component_764,1,1,1,0,18.35,18.35,0,0,0.0,6.13,0.0,LOW_PRIORITY
ride_component_1264,1,1,1,0,19.17,19.17,0,0,0.0,6.12,0.0,LOW_PRIORITY
ride_component_786,1,1,1,0,18.34,18.34,0,0,0.0,6.12,0.0,LOW_PRIORITY
ride_component_788,1,1,1,0,18.33,18.33,0,0,0.0,6.12,0.0,LOW_PRIORITY
ride_component_795,1,1,1,0,18.43,18.43,0,0,0.0,6.12,0.0,LOW_PRIORITY
ride_component_98,1,1,1,0,46.84,46.84,0,0,0.0,6.12,0.0,LOW_PRIORITY
ride_component_725,1,1,1,0,10.46,10.46,0,0,0.0,6.1,0.0,LOW_PRIORITY
ride_component_367,1,1,1,0,26.68,26.68,0,0,0.0,6.09,0.0,LOW_PRIORITY
ride_component_558,1,1,1,0,28.37,28.37,0,0,0.0,6.08,0.0,LOW_PRIORITY
ride_component_185,1,1,1,0,24.83,24.83,0,0,0.0,6.07,0.0,LOW_PRIORITY
ride_component_909,1,1,1,0,18.16,18.16,0,0,0.0,6.07,0.0,LOW_PRIORITY
ride_component_559,1,1,1,0,49.85,49.85,0,0,0.0,6.05,0.0,LOW_PRIORITY
ride_component_894,1,1,1,0,17.9,17.9,0,0,0.0,6.05,0.0,LOW_PRIORITY
ride_component_928,1,1,1,0,17.73,17.73,0,0,0.0,6.03,0.0,LOW_PRIORITY
ride_component_1496,1,1,1,0,17.98,17.98,0,0,0.0,6.02,0.0,LOW_PRIORITY
ride_component_457,1,1,1,0,26.26,26.26,0,0,0.0,6.0,0.0,LOW_PRIORITY
ride_component_1051,1,1,1,0,17.39,17.39,0,0,0.0,5.99,0.0,LOW_PRIORITY
ride_component_1153,1,1,1,0,17.55,17.55,0,0,0.0,5.99,0.0,LOW_PRIORITY
ride_component_1204,1,1,1,0,17.48,17.48,0,0,0.0,5.98,0.0,LOW_PRIORITY
ride_component_1297,1,1,1,0,17.41,17.41,0,0,0.0,5.98,0.0,LOW_PRIORITY
ride_component_573,1,1,1,0,26.99,26.99,0,0,0.0,5.98,0.0,LOW_PRIORITY
ride_component_455,1,1,1,0,25.83,25.83,0,0,0.0,5.97,0.0,LOW_PRIORITY
ride_component_520,1,1,1,0,26.26,26.26,0,0,0.0,5.96,0.0,LOW_PRIORITY
ride_component_462,1,1,1,0,25.66,25.66,0,0,0.0,5.95,0.0,LOW_PRIORITY
ride_component_1241,1,1,1,0,9.49,9.49,0,0,0.0,5.92,0.0,LOW_PRIORITY
ride_component_1121,1,1,1,0,27.82,27.82,0,0,0.0,5.9,0.0,LOW_PRIORITY
ride_component_870,1,1,1,0,8.88,8.88,0,0,0.0,5.9,0.0,LOW_PRIORITY
ride_component_886,1,1,1,0,8.79,8.79,0,0,0.0,5.89,0.0,LOW_PRIORITY
ride_component_675,1,1,1,0,14.86,14.86,0,0,0.0,5.88,0.0,LOW_PRIORITY
ride_component_517,1,1,1,0,46.22,46.22,0,0,0.0,5.87,0.0,LOW_PRIORITY
ride_component_887,1,1,1,0,8.46,8.46,0,0,0.0,5.86,0.0,LOW_PRIORITY
ride_component_330,1,1,1,0,22.9,22.9,0,0,0.0,5.85,0.0,LOW_PRIORITY
ride_component_745,1,1,1,0,14.88,14.88,0,0,0.0,5.85,0.0,LOW_PRIORITY
ride_component_179,1,1,1,0,21.49,21.49,0,0,0.0,5.83,0.0,LOW_PRIORITY
ride_component_691,1,1,1,0,25.6,25.6,0,0,0.0,5.83,0.0,LOW_PRIORITY
ride_component_877,1,1,1,0,26.45,26.45,0,0,0.0,5.83,0.0,LOW_PRIORITY
ride_component_538,1,1,1,0,24.54,24.54,0,0,0.0,5.82,0.0,LOW_PRIORITY
ride_component_583,1,1,1,0,24.54,24.54,0,0,0.0,5.8,0.0,LOW_PRIORITY
ride_component_1071,1,1,1,0,26.15,26.15,0,0,0.0,5.79,0.0,LOW_PRIORITY
ride_component_953,1,1,1,0,14.72,14.72,0,0,0.0,5.78,0.0,LOW_PRIORITY
ride_component_422,1,1,1,0,22.78,22.78,0,0,0.0,5.77,0.0,LOW_PRIORITY
ride_component_242,1,1,1,0,41.8,41.8,0,0,0.0,5.76,0.0,LOW_PRIORITY
ride_component_838,1,1,1,0,24.98,24.98,0,0,0.0,5.74,0.0,LOW_PRIORITY
ride_component_565,1,1,1,0,23.47,23.47,0,0,0.0,5.73,0.0,LOW_PRIORITY
ride_component_553,1,1,1,0,22.78,22.78,0,0,0.0,5.69,0.0,LOW_PRIORITY
ride_component_686,1,1,1,0,23.3,23.3,0,0,0.0,5.67,0.0,LOW_PRIORITY
ride_component_771,1,1,1,0,23.8,23.8,0,0,0.0,5.67,0.0,LOW_PRIORITY
ride_component_506,1,1,1,0,21.91,21.91,0,0,0.0,5.66,0.0,LOW_PRIORITY
ride_component_592,1,1,1,0,22.54,22.54,0,0,0.0,5.65,0.0,LOW_PRIORITY
ride_component_20,1,1,1,0,34.87,34.87,0,0,0.0,5.61,0.0,LOW_PRIORITY
ride_component_1062,1,1,1,0,23.49,23.49,0,0,0.0,5.6,0.0,LOW_PRIORITY
ride_component_619,1,1,1,0,21.9,21.9,0,0,0.0,5.59,0.0,LOW_PRIORITY
ride_component_677,1,1,1,0,42.16,42.16,0,0,0.0,5.58,0.0,LOW_PRIORITY
ride_component_261,1,1,1,0,38.63,38.63,0,0,0.0,5.57,0.0,LOW_PRIORITY
ride_component_545,1,1,1,0,20.86,20.86,0,0,0.0,5.56,0.0,LOW_PRIORITY
ride_component_774,1,1,1,0,22.26,22.26,0,0,0.0,5.56,0.0,LOW_PRIORITY
ride_component_921,1,1,1,0,11.7,11.7,0,0,0.0,5.53,0.0,LOW_PRIORITY
ride_component_353,1,1,1,0,38.31,38.31,0,0,0.0,5.51,0.0,LOW_PRIORITY
ride_component_737,1,1,1,0,21.25,21.25,0,0,0.0,5.51,0.0,LOW_PRIORITY
ride_component_313,1,1,1,0,17.8,17.8,0,0,0.0,5.5,0.0,LOW_PRIORITY
ride_component_969,1,1,1,0,41.9,41.9,0,0,0.0,5.5,0.0,LOW_PRIORITY
ride_component_919,1,1,1,0,21.66,21.66,0,0,0.0,5.49,0.0,LOW_PRIORITY
ride_component_773,1,1,1,0,21.15,21.15,0,0,0.0,5.48,0.0,LOW_PRIORITY
ride_component_1045,1,1,1,0,11.05,11.05,0,0,0.0,5.47,0.0,LOW_PRIORITY
ride_component_856,1,1,1,0,41.02,41.02,0,0,0.0,5.47,0.0,LOW_PRIORITY
ride_component_1039,1,1,1,0,21.5,21.5,0,0,0.0,5.46,0.0,LOW_PRIORITY
ride_component_1358,1,1,1,0,11.11,11.11,0,0,0.0,5.46,0.0,LOW_PRIORITY
ride_component_738,1,1,1,0,20.65,20.65,0,0,0.0,5.46,0.0,LOW_PRIORITY
ride_component_1438,1,1,1,0,11.08,11.08,0,0,0.0,5.45,0.0,LOW_PRIORITY
ride_component_702,1,1,1,0,20.18,20.18,0,0,0.0,5.44,0.0,LOW_PRIORITY
ride_component_340,1,1,1,0,16.99,16.99,0,0,0.0,5.42,0.0,LOW_PRIORITY
ride_component_646,1,1,1,0,19.64,19.64,0,0,0.0,5.42,0.0,LOW_PRIORITY
ride_component_670,1,1,1,0,19.65,19.65,0,0,0.0,5.42,0.0,LOW_PRIORITY
ride_component_689,1,1,1,0,19.68,19.68,0,0,0.0,5.41,0.0,LOW_PRIORITY
ride_component_94,1,1,1,0,34.16,34.16,0,0,0.0,5.41,0.0,LOW_PRIORITY
ride_component_1128,1,1,1,0,10.25,10.25,0,0,0.0,5.39,0.0,LOW_PRIORITY
ride_component_1441,1,1,1,0,10.32,10.32,0,0,0.0,5.39,0.0,LOW_PRIORITY
ride_component_1124,1,1,1,0,20.37,20.37,0,0,0.0,5.38,0.0,LOW_PRIORITY
ride_component_1310,1,1,1,0,10.17,10.17,0,0,0.0,5.38,0.0,LOW_PRIORITY
ride_component_750,1,1,1,0,9.16,9.16,0,0,0.0,5.38,0.0,LOW_PRIORITY
ride_component_896,1,1,1,0,20.19,20.19,0,0,0.0,5.38,0.0,LOW_PRIORITY
ride_component_1145,1,1,1,0,20.37,20.37,0,0,0.0,5.37,0.0,LOW_PRIORITY
ride_component_1457,1,1,1,0,20.38,20.38,0,0,0.0,5.37,0.0,LOW_PRIORITY
ride_component_679,1,1,1,0,19.0,19.0,0,0,0.0,5.37,0.0,LOW_PRIORITY
ride_component_1429,1,1,1,0,9.94,9.94,0,0,0.0,5.36,0.0,LOW_PRIORITY
ride_component_908,1,1,1,0,19.8,19.8,0,0,0.0,5.35,0.0,LOW_PRIORITY
ride_component_1430,1,1,1,0,19.94,19.94,0,0,0.0,5.34,0.0,LOW_PRIORITY
ride_component_845,1,1,1,0,19.43,19.43,0,0,0.0,5.34,0.0,LOW_PRIORITY
ride_component_913,1,1,1,0,19.59,19.59,0,0,0.0,5.34,0.0,LOW_PRIORITY
ride_component_806,1,1,1,0,19.05,19.05,0,0,0.0,5.33,0.0,LOW_PRIORITY
ride_component_966,1,1,1,0,9.27,9.27,0,0,0.0,5.33,0.0,LOW_PRIORITY
ride_component_744,1,1,1,0,18.64,18.64,0,0,0.0,5.32,0.0,LOW_PRIORITY
ride_component_787,1,1,1,0,18.85,18.85,0,0,0.0,5.32,0.0,LOW_PRIORITY
ride_component_1041,1,1,1,0,19.3,19.3,0,0,0.0,5.31,0.0,LOW_PRIORITY
ride_component_1231,1,1,1,0,19.5,19.5,0,0,0.0,5.31,0.0,LOW_PRIORITY
ride_component_1343,1,1,1,0,19.59,19.59,0,0,0.0,5.31,0.0,LOW_PRIORITY
ride_component_792,1,1,1,0,18.71,18.71,0,0,0.0,5.31,0.0,LOW_PRIORITY
ride_component_1112,1,1,1,0,19.26,19.26,0,0,0.0,5.3,0.0,LOW_PRIORITY
