pair_id,driver_id,customer_id,evidence_type,observed_value,expected_value,threshold,score_contribution,data_quality_level,description
b882edf7bdef614c||657c1c5c6599174c,b882edf7bdef614c,657c1c5c6599174c,KB-C_HIGH_GHOST_RATE,0.5,,0.3,39.85,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
95dba031c4bd1682||acdf74c1b0a3916e,95dba031c4bd1682,acdf74c1b0a3916e,KB-C_HIGH_GHOST_RATE,0.6153846153846154,,0.3,42.88,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
8658a9a880655c9d||7d432808c8df6caa,8658a9a880655c9d,7d432808c8df6caa,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,31.96,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
b336ed1eac895397||c6443e387c434c63,b336ed1eac895397,c6443e387c434c63,KB-C_HIGH_GHOST_RATE,0.6,,0.3,40.65,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
8b908e10f751f40b||6ddf285232c28213,8b908e10f751f40b,6ddf285232c28213,KB-C_HIGH_GHOST_RATE,0.625,,0.3,42.66,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
32b0d09f3394c5f0||e8d5e9bc6b9c5e94,32b0d09f3394c5f0,e8d5e9bc6b9c5e94,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,21.55,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
ec35b4d152f938ac||0d7c43e43e89fef2,ec35b4d152f938ac,0d7c43e43e89fef2,KB-C_HIGH_GHOST_RATE,1.0,,0.3,44.24,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
5e1375169a59617b||f41878ec538d58c5,5e1375169a59617b,f41878ec538d58c5,KB-C_HIGH_GHOST_RATE,1.0,,0.3,53.15,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
0572939b7efdd8f5||16089a59559b2809,0572939b7efdd8f5,16089a59559b2809,KB-C_HIGH_GHOST_RATE,1.0,,0.3,40.85,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
27b7bf1c4ded5525||cfd4e9a00416f998,27b7bf1c4ded5525,cfd4e9a00416f998,KB-C_HIGH_GHOST_RATE,0.6666666666666666,,0.3,37.83,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
875f2713a415047d||db1a86fe14e97527,875f2713a415047d,db1a86fe14e97527,KB-C_HIGH_GHOST_RATE,1.0,,0.3,42.18,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
1e49a7b8fd768de0||7022474aa7e2c0e7,1e49a7b8fd768de0,7022474aa7e2c0e7,KB-C_HIGH_GHOST_RATE,0.5,,0.3,34.77,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
885170bd73bd3d2d||5d820f2388950e8c,885170bd73bd3d2d,5d820f2388950e8c,KB-C_HIGH_GHOST_RATE,0.42857142857142855,,0.3,31.72,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
7e95a457342c949e||90278e64445b87fb,7e95a457342c949e,90278e64445b87fb,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,27.53,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
bbccf045f64f0148||09abe30cc08887b3,bbccf045f64f0148,09abe30cc08887b3,KB-C_HIGH_GHOST_RATE,0.35714285714285715,,0.3,37.6,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
9fb988ef52ae11e9||a672e56d176637f6,9fb988ef52ae11e9,a672e56d176637f6,KB-C_HIGH_GHOST_RATE,0.8333333333333334,,0.3,39.78,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
21d21b1f45b0fdf4||ec2c7046f2da96c1,21d21b1f45b0fdf4,ec2c7046f2da96c1,KB-C_HIGH_GHOST_RATE,1.0,,0.3,46.74,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
ab2e0d2fe58aff8f||477e250f10ae3f5a,ab2e0d2fe58aff8f,477e250f10ae3f5a,KB-C_HIGH_GHOST_RATE,1.0,,0.3,36.66,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
d62c351ad8a8367d||808741cfaebac9d9,d62c351ad8a8367d,808741cfaebac9d9,KB-C_HIGH_GHOST_RATE,0.6,,0.3,35.07,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
4f3a73b12fd7dfbb||51b9047874dc3dd9,4f3a73b12fd7dfbb,51b9047874dc3dd9,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,33.26,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
c7356b6fa822629a||5cfb8391d04ffe42,c7356b6fa822629a,5cfb8391d04ffe42,KB-C_HIGH_GHOST_RATE,0.8333333333333334,,0.3,34.39,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
307696c2e2adc3bc||61ff8f84277eee7b,307696c2e2adc3bc,61ff8f84277eee7b,KB-C_HIGH_GHOST_RATE,0.5,,0.3,32.74,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
2793957a3b7038a1||41a2d0543165e236,2793957a3b7038a1,41a2d0543165e236,KB-C_HIGH_GHOST_RATE,0.5,,0.3,33.92,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
5264494f85458d1e||07a89783b151f526,5264494f85458d1e,07a89783b151f526,KB-C_HIGH_GHOST_RATE,0.46153846153846156,,0.3,34.54,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
c78a6ce3e4510a4b||d4be0f591e4f11a8,c78a6ce3e4510a4b,d4be0f591e4f11a8,KB-C_HIGH_GHOST_RATE,0.8,,0.3,38.19,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
33d32097f3801606||0dffa85e22c12d9d,33d32097f3801606,0dffa85e22c12d9d,KB-C_HIGH_GHOST_RATE,1.0,,0.3,43.76,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
2de3e9686fc0edda||0c251251f0378be6,2de3e9686fc0edda,0c251251f0378be6,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,31.69,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
9cab892ccb1cd9f6||0ec9b24ee8567597,9cab892ccb1cd9f6,0ec9b24ee8567597,KB-C_HIGH_GHOST_RATE,1.0,,0.3,57.55,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
921e7c0c9ed7b042||5a9345d8a4109edd,921e7c0c9ed7b042,5a9345d8a4109edd,KB-C_HIGH_GHOST_RATE,0.6666666666666666,,0.3,27.39,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
b624e2850b39cf66||7f8a44fb531b4748,b624e2850b39cf66,7f8a44fb531b4748,KB-C_HIGH_GHOST_RATE,1.0,,0.3,50.15,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
b624e2850b39cf66||d79182f0d72e763a,b624e2850b39cf66,d79182f0d72e763a,KB-C_HIGH_GHOST_RATE,0.8888888888888888,,0.3,48.88,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
44b627d8a24030a6||5d0ecb416d58cc23,44b627d8a24030a6,5d0ecb416d58cc23,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,35.22,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
5a79c643021be2b9||f53d9b28086fcfd6,5a79c643021be2b9,f53d9b28086fcfd6,KB-C_HIGH_GHOST_RATE,0.4,,0.3,30.67,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
153a40b6f7aefcfd||5fd57652fcacd2b1,153a40b6f7aefcfd,5fd57652fcacd2b1,KB-C_HIGH_GHOST_RATE,0.6,,0.3,27.62,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
70e6be43ef2f72ee||e45e52f7d039ef4e,70e6be43ef2f72ee,e45e52f7d039ef4e,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,36.33,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
37d869d1765e7a00||5199c8249a574dc9,37d869d1765e7a00,5199c8249a574dc9,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,22.78,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
9cca7ff9133fa89d||fb719d70b17f930c,9cca7ff9133fa89d,fb719d70b17f930c,KB-C_HIGH_GHOST_RATE,0.8,,0.3,30.38,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
d712d483f115e565||9d0dab92965b0cc8,d712d483f115e565,9d0dab92965b0cc8,KB-C_HIGH_GHOST_RATE,0.5,,0.3,35.14,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
efda39806a5252e3||a0133e7b0fe6f307,efda39806a5252e3,a0133e7b0fe6f307,KB-C_HIGH_GHOST_RATE,0.75,,0.3,42.42,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
a4dbc94031ffb40a||64edd29538767dea,a4dbc94031ffb40a,64edd29538767dea,KB-C_HIGH_GHOST_RATE,0.6,,0.3,25.44,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
7002509aee1d9147||9f606fb59c768afa,7002509aee1d9147,9f606fb59c768afa,KB-C_HIGH_GHOST_RATE,0.4,,0.3,32.71,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
ac9a3fe431e3512a||2592432b38283b59,ac9a3fe431e3512a,2592432b38283b59,KB-C_HIGH_GHOST_RATE,0.8333333333333334,,0.3,40.0,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
b54a6cbf109f4250||ff2a85cde730c39d,b54a6cbf109f4250,ff2a85cde730c39d,KB-C_HIGH_GHOST_RATE,0.4,,0.3,31.56,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
afb50c07513f7c20||c11590ba401a95ea,afb50c07513f7c20,c11590ba401a95ea,KB-C_HIGH_GHOST_RATE,1.0,,0.3,32.86,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
95c41ffce60820ab||8c4548dd0ef21567,95c41ffce60820ab,8c4548dd0ef21567,KB-C_HIGH_GHOST_RATE,1.0,,0.3,32.89,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
6dc7d7b1f6aad832||2fd6fc79f6031b92,6dc7d7b1f6aad832,2fd6fc79f6031b92,KB-C_HIGH_GHOST_RATE,1.0,,0.3,32.06,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
50ed8d6e3e277f32||e9d48f4ec0ee5d85,50ed8d6e3e277f32,e9d48f4ec0ee5d85,KB-C_HIGH_GHOST_RATE,0.75,,0.3,28.69,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
fcee5fa093850ac9||47785727387fb744,fcee5fa093850ac9,47785727387fb744,KB-C_HIGH_GHOST_RATE,1.0,,0.3,42.76,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
ac5ad23248702f61||d37cb2d55cfd5f1a,ac5ad23248702f61,d37cb2d55cfd5f1a,KB-C_HIGH_GHOST_RATE,0.8333333333333334,,0.3,46.35,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
62eb7b7105af4daa||837e296b2c8cffde,62eb7b7105af4daa,837e296b2c8cffde,KB-C_HIGH_GHOST_RATE,1.0,,0.3,42.43,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
f26265202c1182ce||29b0e3b6d426836e,f26265202c1182ce,29b0e3b6d426836e,KB-C_HIGH_GHOST_RATE,0.6,,0.3,33.21,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
6c3e951551c12ec1||2653d86b3599e3e5,6c3e951551c12ec1,2653d86b3599e3e5,KB-C_HIGH_GHOST_RATE,1.0,,0.3,44.94,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
39492ab1fe9024cd||d9032195f92c7a3b,39492ab1fe9024cd,d9032195f92c7a3b,KB-C_HIGH_GHOST_RATE,0.4,,0.3,24.66,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
e9595aaa7b599f92||3c6eaa2c58025fe9,e9595aaa7b599f92,3c6eaa2c58025fe9,KB-C_HIGH_GHOST_RATE,1.0,,0.3,32.13,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
56b48bba9598e6cf||a880ab29b5a601f7,56b48bba9598e6cf,a880ab29b5a601f7,KB-C_HIGH_GHOST_RATE,0.6,,0.3,39.36,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
9cab892ccb1cd9f6||89cb3800ad24bd8a,9cab892ccb1cd9f6,89cb3800ad24bd8a,KB-C_HIGH_GHOST_RATE,0.9230769230769231,,0.3,56.79,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
b1685187ea9afd1c||d003b3628672b158,b1685187ea9afd1c,d003b3628672b158,KB-C_HIGH_GHOST_RATE,0.6666666666666666,,0.3,25.53,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
5baba805881ffab5||4988dab9c6adb729,5baba805881ffab5,4988dab9c6adb729,KB-C_HIGH_GHOST_RATE,0.5,,0.3,31.39,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
f81b47cd6a0cab21||2f59184e09c6f1ac,f81b47cd6a0cab21,2f59184e09c6f1ac,KB-C_HIGH_GHOST_RATE,0.6,,0.3,28.43,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
5f8cacc1d793584a||f0adabe9eec383b5,5f8cacc1d793584a,f0adabe9eec383b5,KB-C_HIGH_GHOST_RATE,0.8,,0.3,37.65,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
5c6364ee1a38ac89||f8e748c72d492feb,5c6364ee1a38ac89,f8e748c72d492feb,KB-C_HIGH_GHOST_RATE,0.5,,0.3,25.16,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
603f4a0510d184b8||4629bbad37f9a620,603f4a0510d184b8,4629bbad37f9a620,KB-C_HIGH_GHOST_RATE,1.0,,0.3,33.84,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
d41861c840022542||fd1b8154e76c2d72,d41861c840022542,fd1b8154e76c2d72,KB-C_HIGH_GHOST_RATE,1.0,,0.3,40.98,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
d86e689373dfc386||7489263ec8bd63af,d86e689373dfc386,7489263ec8bd63af,KB-C_HIGH_GHOST_RATE,0.5,,0.3,23.43,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
0969db394a8db64a||f80f33e8017be640,0969db394a8db64a,f80f33e8017be640,KB-C_HIGH_GHOST_RATE,0.8,,0.3,42.11,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
6825382a15eed3de||7652b5b497e50213,6825382a15eed3de,7652b5b497e50213,KB-C_HIGH_GHOST_RATE,0.6,,0.3,29.42,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
797396af3b696de1||28358366f4a90760,797396af3b696de1,28358366f4a90760,KB-C_HIGH_GHOST_RATE,0.6666666666666666,,0.3,31.25,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
14413f37f53b5576||01cdaeba1426a685,14413f37f53b5576,01cdaeba1426a685,KB-C_HIGH_GHOST_RATE,1.0,,0.3,31.32,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
60a83ad53aba840a||00fb4358ea255929,60a83ad53aba840a,00fb4358ea255929,KB-C_HIGH_GHOST_RATE,0.5,,0.3,24.48,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
b050dcf14f1ea16b||45278ceca53c63f9,b050dcf14f1ea16b,45278ceca53c63f9,KB-C_HIGH_GHOST_RATE,0.4,,0.3,29.27,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
9f26e4145637b64f||16334c96e39e4243,9f26e4145637b64f,16334c96e39e4243,KB-C_HIGH_GHOST_RATE,0.6,,0.3,38.57,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
30f3ceccdbe3782b||efdcddb384eec7f0,30f3ceccdbe3782b,efdcddb384eec7f0,KB-C_HIGH_GHOST_RATE,1.0,,0.3,41.2,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
5f93be37d53bcea2||6498f7cc0e4394a8,5f93be37d53bcea2,6498f7cc0e4394a8,KB-C_HIGH_GHOST_RATE,1.0,,0.3,37.8,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
4dba230bd573aa58||eafceee5ea3b15c5,4dba230bd573aa58,eafceee5ea3b15c5,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,28.43,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
f5b4b6e1a336c95d||8f891e8c6a04cd73,f5b4b6e1a336c95d,8f891e8c6a04cd73,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,27.68,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
9f6105b5dffc9b0a||1613888c3ed5c246,9f6105b5dffc9b0a,1613888c3ed5c246,KB-C_HIGH_GHOST_RATE,1.0,,0.3,40.55,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
9f6105b5dffc9b0a||44fc18fda36d81e2,9f6105b5dffc9b0a,44fc18fda36d81e2,KB-C_HIGH_GHOST_RATE,1.0,,0.3,39.29,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
9f6105b5dffc9b0a||4e8eececcaaff42d,9f6105b5dffc9b0a,4e8eececcaaff42d,KB-C_HIGH_GHOST_RATE,1.0,,0.3,39.31,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
9f6105b5dffc9b0a||f683d79271395ae8,9f6105b5dffc9b0a,f683d79271395ae8,KB-C_HIGH_GHOST_RATE,1.0,,0.3,40.58,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
2ea5047a3f0eb577||6d122397b0c2403d,2ea5047a3f0eb577,6d122397b0c2403d,KB-C_HIGH_GHOST_RATE,1.0,,0.3,39.09,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
0e7a63ecebd19d4a||09dca1c58c2ad843,0e7a63ecebd19d4a,09dca1c58c2ad843,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,28.16,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
8890e9020d5fe840||3c3429eb21049abd,8890e9020d5fe840,3c3429eb21049abd,KB-C_HIGH_GHOST_RATE,1.0,,0.3,39.76,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
8890e9020d5fe840||a931c7ea7b3dd1a4,8890e9020d5fe840,a931c7ea7b3dd1a4,KB-C_HIGH_GHOST_RATE,0.8,,0.3,37.92,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
1f54911f8024e962||32035dbb066e937f,1f54911f8024e962,32035dbb066e937f,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,20.68,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
0f8d0802336e20e9||e25f03c1fc3373b0,0f8d0802336e20e9,e25f03c1fc3373b0,KB-C_HIGH_GHOST_RATE,0.8,,0.3,30.38,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
d85b7711c8936a87||2da3fa6b258c8f9e,d85b7711c8936a87,2da3fa6b258c8f9e,KB-C_HIGH_GHOST_RATE,1.0,,0.3,43.2,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
21de6aa639637af5||4cf65b6a032b6796,21de6aa639637af5,4cf65b6a032b6796,KB-C_HIGH_GHOST_RATE,0.8,,0.3,31.69,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
4c3175aa76bb8472||1a76f3d6843ed95a,4c3175aa76bb8472,1a76f3d6843ed95a,KB-C_HIGH_GHOST_RATE,0.5,,0.3,27.33,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
77fbb7a480d9f2c5||4629bbad37f9a620,77fbb7a480d9f2c5,4629bbad37f9a620,KB-C_HIGH_GHOST_RATE,0.5,,0.3,23.56,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
859e0abe79d955f2||c1dceba6c33d711f,859e0abe79d955f2,c1dceba6c33d711f,KB-C_HIGH_GHOST_RATE,0.5,,0.3,23.85,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
ff132654631a1361||9853cac338ae9c2b,ff132654631a1361,9853cac338ae9c2b,KB-C_HIGH_GHOST_RATE,1.0,,0.3,31.12,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
b373519d5d4fca38||b9918a947b54f73b,b373519d5d4fca38,b9918a947b54f73b,KB-C_HIGH_GHOST_RATE,1.0,,0.3,36.4,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
d4c96765b55f9cef||9419093d7d9d8f96,d4c96765b55f9cef,9419093d7d9d8f96,KB-C_HIGH_GHOST_RATE,0.5,,0.3,23.05,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
f2b2cee8dd0f1f01||d77dff5c4f8688e8,f2b2cee8dd0f1f01,d77dff5c4f8688e8,KB-C_HIGH_GHOST_RATE,1.0,,0.3,40.47,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
bdfe04b4787b2ffb||895dfc790b888644,bdfe04b4787b2ffb,895dfc790b888644,KB-C_HIGH_GHOST_RATE,0.5,,0.3,32.03,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
157b83ed4dc0ef43||7c76a9061c838b42,157b83ed4dc0ef43,7c76a9061c838b42,KB-C_HIGH_GHOST_RATE,0.6666666666666666,,0.3,31.99,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
bd9d5bd6a837d6e9||20cabe14b4d9e4d6,bd9d5bd6a837d6e9,20cabe14b4d9e4d6,KB-C_HIGH_GHOST_RATE,0.6666666666666666,,0.3,39.64,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
5e1375169a59617b||f73d51571f8f15e5,5e1375169a59617b,f73d51571f8f15e5,KB-C_HIGH_GHOST_RATE,1.0,,0.3,46.1,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
cde4bfee0b62d4ed||2d25ad16bbe40c38,cde4bfee0b62d4ed,2d25ad16bbe40c38,KB-C_HIGH_GHOST_RATE,1.0,,0.3,45.23,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
fc2461b85dea423a||7489263ec8bd63af,fc2461b85dea423a,7489263ec8bd63af,KB-C_HIGH_GHOST_RATE,1.0,,0.3,32.45,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
6903bd450960e3a2||429b30fa140d3235,6903bd450960e3a2,429b30fa140d3235,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,27.99,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
2409a55dda9eaf43||294050a2504b9178,2409a55dda9eaf43,294050a2504b9178,KB-C_HIGH_GHOST_RATE,0.5,,0.3,24.63,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
cb2f654a802b6158||3a14dccb08ae5968,cb2f654a802b6158,3a14dccb08ae5968,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,30.69,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
5c3b2463bc30a90e||1842330fcdfa0b4e,5c3b2463bc30a90e,1842330fcdfa0b4e,KB-C_HIGH_GHOST_RATE,1.0,,0.3,33.61,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
53378d2c8c5fa987||3351b05d601aa675,53378d2c8c5fa987,3351b05d601aa675,KB-C_HIGH_GHOST_RATE,0.6666666666666666,,0.3,40.3,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
525ad488ef3c9683||0eaf713edf98b550,525ad488ef3c9683,0eaf713edf98b550,KB-C_HIGH_GHOST_RATE,0.5,,0.3,22.04,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
a3c6b6bf19afcb8f||06fbd9c43a79c85d,a3c6b6bf19afcb8f,06fbd9c43a79c85d,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,21.02,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
e8838008c85be8c7||855bc95edcd1af56,e8838008c85be8c7,855bc95edcd1af56,KB-C_HIGH_GHOST_RATE,1.0,,0.3,30.79,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
6cd3dcbde56e38a6||7932079489253aef,6cd3dcbde56e38a6,7932079489253aef,KB-C_HIGH_GHOST_RATE,0.4,,0.3,28.21,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
7cad712366b77cac||62565262cb3f59cd,7cad712366b77cac,62565262cb3f59cd,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,25.71,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
0e6758d009a5b889||0666bc0c06fc0f72,0e6758d009a5b889,0666bc0c06fc0f72,KB-C_HIGH_GHOST_RATE,0.5,,0.3,32.27,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
0e6758d009a5b889||1d4e5c43bac22b4d,0e6758d009a5b889,1d4e5c43bac22b4d,KB-C_HIGH_GHOST_RATE,0.5,,0.3,23.38,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
21d3c1277e1e7d26||10634ea92952abdc,21d3c1277e1e7d26,10634ea92952abdc,KB-C_HIGH_GHOST_RATE,0.5,,0.3,23.25,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
39d01bb3e7cb8e66||ea2fe46ff2300555,39d01bb3e7cb8e66,ea2fe46ff2300555,KB-C_HIGH_GHOST_RATE,0.5,,0.3,23.73,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
50a261c71148ceca||2d25ad16bbe40c38,50a261c71148ceca,2d25ad16bbe40c38,KB-C_HIGH_GHOST_RATE,1.0,,0.3,33.52,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
50a261c71148ceca||c1dceba6c33d711f,50a261c71148ceca,c1dceba6c33d711f,KB-C_HIGH_GHOST_RATE,1.0,,0.3,33.52,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
50a261c71148ceca||c3df161e0e6c4f69,50a261c71148ceca,c3df161e0e6c4f69,KB-C_HIGH_GHOST_RATE,1.0,,0.3,31.78,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
54c46ae6320fe712||4d637ba283147acb,54c46ae6320fe712,4d637ba283147acb,KB-C_HIGH_GHOST_RATE,1.0,,0.3,37.22,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
72590673cc653eb6||61055a21b6ffff28,72590673cc653eb6,61055a21b6ffff28,KB-C_HIGH_GHOST_RATE,0.5,,0.3,22.96,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
4e8388079772badb||f36007deabaeda4d,4e8388079772badb,f36007deabaeda4d,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,22.1,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
39e629f2d1b59bbe||953613145c5f4159,39e629f2d1b59bbe,953613145c5f4159,KB-C_HIGH_GHOST_RATE,1.0,,0.3,32.38,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
39e629f2d1b59bbe||a29bc6fe19ec46ba,39e629f2d1b59bbe,a29bc6fe19ec46ba,KB-C_HIGH_GHOST_RATE,1.0,,0.3,44.36,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
8dd336bf60715232||4d49153a85b79f3e,8dd336bf60715232,4d49153a85b79f3e,KB-C_HIGH_GHOST_RATE,0.3333333333333333,,0.3,25.65,derived,Driver-customer pair has a high share of ghost trips with avg_kmh = 0.
